run,class,test,status,message
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,downloadingDeviceOfflineCheck_keepsExistingBehavior,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,parentOnlyActiveExit_withQueriedChildren_preservesBackgroundObservation,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,active95_immediatelyOverwritesLoadingWithoutSessionGate,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,rawDeviceTerminals_areEmittedIndependentlyBeforeFeatureSuppression,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,completedBatch_isRecheckedThenClearedOnlyForTheSameSession,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,historicalSuppressedSuccess_withPage_doesNotReenterSuccessOrClearThePageState,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,independentBatchClaim_singleAndAiBase_finishAfterEarlyHostClaimAndKeepCleanupDeadline,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,terminalCheckOffline_doesNotOverwriteFailedPageState,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,historicalTimeoutFailure_withoutTrackedActiveSession_remainsStale,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,blankSameAndChangedSessionsAllReplaceTheLatestProcessFact,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,completedBatch_isNotClearedWhenDelayedFrameBelongsToANewSession,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,failedCheck_doesNotOverwriteUpgradeOrTerminalFailure,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,terminalUnknownCheck_doesNotOverwritePageTerminalState,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,terminalCheckOffline_doesNotBlockScheduledSuccessCleanup,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,suppressedSuccess_withPage_keepsSuccessUntilTheOriginalCleanupDeadline,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,lastPageExit_clearsFailedTaskWithoutFreshCheck,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,reactivatedSameFailedSession_clearsSuppressionBeforeSecondTimeout,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,failedInitialCheck_fallsBackToNoUpdateWithoutUpgradeFailure,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,idleWithResidualPercent_doesNotBecomeAnActiveUpgrade,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,successfulEmptyCheckRemainsNoUpdateAfterEmptyProcess,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,receiveSuccess_keepsLoadingWhileProcessIsEmpty,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,childTimeoutFailure_closesCurrentAiBaseBatch,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,installingNonDeviceOfflineCheck_keepsExistingBehavior,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,terminalCheckOffline_doesNotOverwriteSuccessfulPageState,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,installingDeviceOfflineCheck_keepsPreviousUpdateFact,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,currentSessionOrdinaryStaleFailure_keepsExistingStaleBehavior,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,successPageExit_clearsImmediatelyAndCancelsDelayedCleanup,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,currentSessionTimeoutFailure_bypassesReportTimeFreshness,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,returnedActiveChild_preventsSuccessCleanupDespiteOtherMissingQueriedChildren,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,parentSuccessWithChildIdle_keepsTheFlatBatchUpgrading,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,claimedBatch_cleanupRecheckFailure_canRecoverWithoutReapplyingSuccess,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,startTimeout_restoresLatestCheckStateWithoutMarkingUpgradeFailed,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaRuntimeFactDrivenTest,failedRefreshCheck_keepsCachedUpdateAndVersion,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,aibase_childFailureContinuesUntilLastChild,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,aibase_executesCheckStartWaitSequentially_andChildFailureContinues,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,terminalToast_upgradePage_showsSuccessAndFailureOnce,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,aibase_ineligibleChildDoesNotMarkRemainingChildrenFailed,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,aibase_childrenAreCheckedOneByOne_withoutBatchPrecheck,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,terminalToast_visibilityLossAndReentryRemainSuppressed,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,terminalToast_lateEntry_oldSessionAndAutomaticAreSuppressed,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,terminalToast_dedupeIncludesDeviceAndSession,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,terminalToast_livePage_showsSuccessAndFailureOnce,passed,
ota-without-public-api,com.ugreen.feature.ota.orchestration.OtaOrchestrationTest,aibase_mainFailure_stopsWithoutCheckingChildren,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,repository_rejectsEmptyTargetsWithoutCallingRemote,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,repository_keepsNewestActiveSnapshotWhenSameSnAlsoHasOlderDone,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,checkRequest_serializesRealArrayAndSnField,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,receiveRequest_serializesAllUpgrade,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,repository_forwardsReceiveAndProcessParameters,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,repository_deduplicatesTargetsAndMapsResponse,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,repository_prefersActiveSnapshotWhenConflictingSameSnFramesHaveNoReportTime,failed,org.junit.ComparisonFailure: expected:<DO[WNLOADING]> but was:<DO[NE]>
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,repository_dropsSilentProcessButKeepsAutomaticAndManualProcess,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,repository_rejectsIncompleteProcessQuery,passed,
ota-without-public-api,com.ugreen.feature.ota.data.OtaRepositoryTest,processRequest_serializesSnList,passed,
ota-without-public-api,com.ugreen.feature.ota.domain.OtaProtocolTest,failureTypeParsing_preservesLegacyReasons,passed,
ota-without-public-api,com.ugreen.feature.ota.domain.OtaProtocolTest,processPhaseWireValues_keepDoneActiveAndSuccessTerminal,passed,
ota-without-public-api,com.ugreen.feature.ota.domain.OtaProtocolTest,processPhaseParsing_isCaseInsensitiveAndUnknownSafe,passed,
ota-without-public-api,com.ugreen.feature.ota.domain.OtaProtocolTest,checkStatusParsing_supportsSuccessAliasesAndOffline,passed,
ota-without-public-api,com.ugreen.feature.ota.domain.OtaProtocolTest,legacyResultCodes_preserveCompatibilityValues,passed,
ota-without-public-api,com.ugreen.feature.ota.data.remote.OtaRemoteDataSourceLogTest,receiveOta_unitResponse_logsAcceptedCommandInsteadOfKotlinUnit,passed,
ota-without-public-api,com.ugreen.feature.ota.data.remote.OtaRemoteDataSourceLogTest,responseWithBody_keepsItsDtoLogValue,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaHttpFactDrivenContractTest,singleDevice_hidesVersionTerminalAndProgress,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaHttpFactDrivenContractTest,commandWait_isLoadingUntilActivityArrives,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaHttpFactDrivenContractTest,active95_overwritesPreviousProgressWithoutSessionGate,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaHttpFactDrivenContractTest,activeZero_isWaitingNotLoading,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaHttpFactDrivenContractTest,mode7_isNotAUiMode,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaHttpFactDrivenContractTest,multiDevice_parentSuccessWithChildIdle_staysUpgrading,passed,
ota-without-public-api,com.ugreen.feature.ota.ui.OtaUpgradeNavigationControllerTest,updateLogRoute_consumesSystemBackAndReturnsToMain,passed,
ota-without-public-api,com.ugreen.feature.ota.ui.OtaUpgradeNavigationControllerTest,mainRoute_doesNotConsumeSystemBack,passed,
ota-without-public-api,com.ugreen.feature.ota.ui.OtaUpgradeNavigationControllerTest,subDevicesRoute_consumesSystemBackAndReturnsToMain,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,explicitlyAcceptedTimeoutTerminal_bypassesOnlyFreshnessAndStillDeduplicates,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,unstableSession_isProcessLocalAndResetsOnAccountClear,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,batchClaim_doesNotClaimHostOrChangeAccountClearPersistence,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,batchClaims_areIndependentFromDeviceClaimsAndLegacyKeys,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,staleOrInvalidTerminal_isSuppressedAndPersisted,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,secondAndMillisecondReportTimes_areNormalized,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,clearTerminal_removesCanonicalAndLegacyClaimsForOnlyTheRequestedSession,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,stableSession_persistsAcrossStoreInstances_sharedAcrossTerminalStatuses,passed,
ota-without-public-api,com.ugreen.feature.ota.data.local.OtaTerminalSuppressionStoreTest,concurrentClaims_allowOnlyOnePresentation,passed,
ota-without-public-api,com.ugreen.feature.ota.publicapi.OtaMockDeviceOverlayTest,changedRealTopology_replacesObsoleteVirtualChildrenInsteadOfAccumulatingThem,passed,
ota-without-public-api,com.ugreen.feature.ota.publicapi.OtaMockDeviceOverlayTest,standaloneIpc_addsNothing,passed,
ota-without-public-api,com.ugreen.feature.ota.publicapi.OtaMockDeviceOverlayTest,oneRealChild_keepsItAndAddsOneVirtualChild,passed,
ota-without-public-api,com.ugreen.feature.ota.publicapi.OtaMockDeviceOverlayTest,noRealChildren_addsTwoStableVirtualChildren,passed,
ota-without-public-api,com.ugreen.feature.ota.publicapi.OtaMockDeviceOverlayTest,twoOrMoreRealChildren_addsNothing,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,failedUpgradeCanPrepareARealRetry,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,processPollObserved_reachesUpgradingWithProgress,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,duplicateAction_isIdempotent,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,concurrentIntents_areSerializedAroundActorAndReducer,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,readyStartingUpgrading_reachesSuccessAndFailure,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,oldRequest_doesNotProduceTerminalForNewTask,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,terminalEffectRetainsFailureErrorCode,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,oldRequestSequence_doesNotOverwriteNewState,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,processPollObserved_storesFlatSnapshots,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,staleTerminalCleared_removesProgressAndUsesLatestCheckState,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,idleChecking_reachesSuccessfulCheckResults,passed,
ota-without-public-api,com.ugreen.feature.ota.mvi.OtaMviTest,finishedTaskCleared_removesAllRuntimeAndCheckProjectionState,passed,
ota-public-api-probe,com.ugreen.feature.ota.publicapi.OtaFeatureApiTest,childPageSnapshot_usesExistingKmpParentCheckFactWithoutAnotherRequest,failed,java.lang.IllegalStateException: Dispatchers.Main was accessed when the platform dispatcher was absent and the test dispatcher was unset. Please make sure that Dispatchers.setMain() is called before accessing Dispatchers.Main and that Dispatchers.Main is not accessed after Dispatchers.resetMain().
